ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
META,calibrated_hist_gradient_boosting,1,387,389,0.2930591259640103,0.31189189189189187,0.2379993286337697,0.2305185139161793
META,calibrated_hist_gradient_boosting,2,776,389,0.30077120822622105,0.3333333333333333,0.1541501976284585,0.13909182356706665
META,calibrated_hist_gradient_boosting,3,1165,389,0.4370179948586118,0.3796659404502542,0.3124754603128681,0.36428829873876034
