ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
META,calibrated_random_forest,1,387,389,0.27249357326478146,0.29387387387387387,0.22188705532882502,0.21380434494486675
META,calibrated_random_forest,2,776,389,0.30077120822622105,0.3333333333333333,0.1541501976284585,0.13909182356706665
META,calibrated_random_forest,3,1165,389,0.37789203084832906,0.37362796970640105,0.29033285555024685,0.3284040202560377
