model,trading_score,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct
calibrated_hist_gradient_boosting,-1.5523666666666667,-12.193333333333333,0.1781666666666667,4.26
hist_gradient_boosting,-1.5523666666666667,-12.193333333333333,0.1781666666666667,4.26
lightgbm,-1.6783000000000001,-11.503333333333334,-0.09116666666666665,3.6399999999999997
calibrated_random_forest,-1.7609000000000001,-12.238333333333333,0.3496666666666667,0.445
random_forest,-1.7609000000000001,-12.238333333333333,0.3496666666666667,0.445
logistic_regression,-1.8939333333333335,-12.758333333333333,0.09283333333333336,3.1466666666666665
xgboost,-2.2032333333333334,-14.275,-0.29133333333333333,4.036666666666667
dummy_most_frequent,-2.3625,-9.286666666666665,0.25616666666666665,5.75
