trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10206.4,2.06,225,7,1.5,0.88,-11.01,-0.401,0.55,0.0,0.5,hold,AAPL
balanced,10231.98,2.32,225,15,1.52,0.883,-9.66,-0.2654,0.55,0.0,0.5,hold,MSFT
