model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score
random_forest,0.3053097345132743,0.3444667722161328,0.2861834310865196,0.3151221524290517,-1.9549,0.20833333333333334,-12.316666666666665,0.31316666666666665,0.3033333333333333,-1.6687165689134804,0.44542772861356933,0.4312384603793633,0.4076317529946516,0.45514662875845124,0.4170744359485363,-0.3141515455653271
