model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score
hist_gradient_boosting,0.37610619469026546,0.3638756952056185,0.3259823745492535,0.3856090009421276,-0.5539333333333333,3.233333333333333,-9.291666666666666,0.8188333333333332,3.6966666666666668,-0.22795095878407978,0.5398230088495575,0.45303169452858827,0.44853193525012197,0.5285090236800891,0.4503318389615085,0.13039986761121777
