trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
conservative,10122.8,1.23,225,8,1.04,0.777,-11.84,-0.5318,0.55,0.0,0.25,hold,AAPL
conservative,10328.2,3.28,225,14,0.55,2.132,-8.7,1.196,0.55,0.0,0.25,hold,MSFT
