trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10126.04,1.26,225,3,6.07,0.314,-11.81,-2.5954,0.55,0.0,0.5,hold,AAPL
balanced,9939.3,-0.61,225,4,0.84,-0.832,-12.59,-3.1918,0.55,0.0,0.5,hold,MSFT
