trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10202.75,2.03,225,5,1.48,0.865,-11.04,-0.4166,0.55,0.0,0.5,hold,AAPL
balanced,10041.94,0.42,225,2,0.73,0.404,-11.56,-1.8396,0.55,0.0,0.5,hold,MSFT
