model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score
calibrated_random_forest,0.34292035398230086,0.3456927698615678,0.31634933633823614,0.36657202518852755,-1.9549,0.20833333333333334,-12.316666666666665,0.31316666666666665,0.3033333333333333,-1.638550663661764,0.5103244837758112,0.3976292247426968,0.3661004733738823,0.4724918804872539,0.3787119739214081,-0.3307260138924902
