model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
dummy_most_frequent,1,222,226,True,0.5663716814159292,0.3333333333333333,0.24105461393596986,0.4095795210239488
dummy_most_frequent,2,448,226,True,0.5486725663716814,0.3333333333333333,0.23619047619047617,0.38877370417193424
