model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
random_forest,1,222,226,True,0.3893805309734513,0.3560201119454874,0.34955878955878955,0.41031908695625513
random_forest,2,448,226,True,0.22123893805309736,0.3609843661573288,0.18039165710887387,0.1598741867417907
