model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
lightgbm,1,222,226,True,0.4336283185840708,0.3489387776387151,0.347152668206383,0.4316740944183497
lightgbm,2,448,226,True,0.26548672566371684,0.3492766694963214,0.24799850565050904,0.2584424877943551
