trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,9435.36,-5.65,225,21,9.2,-1.09,-18.72,-4.066,0.55,0.0,0.8,hold,AAPL
aggressive,9984.88,-0.15,225,14,4.88,-0.006,-12.13,-1.8046,0.55,0.0,0.8,hold,MSFT
