model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
logistic_regression,1,222,226,True,0.46017699115044247,0.3460553991099986,0.34386495338876294,0.4464658626479107
logistic_regression,2,448,226,True,0.2345132743362832,0.341583545557442,0.2232207066452916,0.21101288756038789
