model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score
lightgbm,0.3495575221238938,0.3407590089175767,0.31000423049253834,0.36363031531930584,0.5131666666666667,6.261666666666667,-6.263333333333333,1.4645,2.7083333333333335,0.823170897159205,0.5398230088495575,0.4678835747982047,0.46293326224495734,0.5280599411647044,0.4649133872662563,0.4561529975703218
