trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
conservative,10080.13,0.8,225,7,0.62,0.937,-12.27,-0.3644,0.55,0.0,0.25,hold,AAPL
conservative,10081.58,0.82,225,6,0.3,1.252,-11.16,0.1,0.55,0.0,0.25,hold,MSFT
