trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10161.53,1.62,225,7,1.27,0.931,-11.45,-0.3664,0.55,0.0,0.5,hold,AAPL
balanced,10158.94,1.59,225,9,0.66,1.137,-10.39,0.0188,0.55,0.0,0.5,hold,MSFT
