feature,importance
volatility_regime_20_60,1612.0
high_low_range,1561.0
beta_60_spy,1526.0
overnight_gap,1501.0
volatility_10,1478.0
volume_change,1475.0
spy_return,1426.0
spy_ma50_gap,1388.0
ret_10,1377.0
return,1336.0
log_dollar_volume,1334.0
ret_5,1334.0
ret_20,1308.0
ma50_gap,1297.0
excess_return,1293.0
ret_3,1247.0
relative_strength_20,1227.0
atr_pct_14,1184.0
ma20_gap,1032.0
ma5_gap,1002.0
rsi_14,907.0
