model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score
lightgbm,0.3495575221238938,0.3407590089175767,0.31000423049253834,0.36363031531930584,0.5131666666666667,6.261666666666667,-6.263333333333333,1.4645,2.7083333333333335,0.823170897159205,0.5398230088495575,0.4678835747982047,0.46293326224495734,0.5280599411647044,0.4649133872662563,0.4561529975703218
xgboost,0.38495575221238937,0.3619230300815979,0.3337327635480299,0.3949625700514888,-0.36956666666666665,1.82,-10.704999999999998,0.9193333333333333,1.82,-0.03583390311863677,0.5530973451327434,0.44679834119291917,0.44310477509336016,0.5256326810460212,0.44458220153318373,0.18371012537545556
hist_gradient_boosting,0.37610619469026546,0.3638756952056185,0.3259823745492535,0.3856090009421276,-0.5539333333333333,3.233333333333333,-9.291666666666666,0.8188333333333332,3.6966666666666668,-0.22795095878407978,0.5398230088495575,0.45303169452858827,0.44853193525012197,0.5285090236800891,0.4503318389615085,0.13039986761121777
calibrated_hist_gradient_boosting,0.413716814159292,0.362420330451021,0.3349345982283263,0.41150862454450626,-1.1694,2.265,-10.26,0.6103333333333333,3.5033333333333334,-0.8344654017716737,0.4557522123893805,0.3700490771164662,0.3209515740730388,0.4158538398456467,0.34059057529040976,-0.11325499385602567
random_forest,0.3053097345132743,0.3444667722161328,0.2861834310865196,0.3151221524290517,-1.9549,0.20833333333333334,-12.316666666666665,0.31316666666666665,0.3033333333333333,-1.6687165689134804,0.44542772861356933,0.4312384603793633,0.4076317529946516,0.45514662875845124,0.4170744359485363,-0.3141515455653271
calibrated_random_forest,0.34292035398230086,0.3456927698615678,0.31634933633823614,0.36657202518852755,-1.9549,0.20833333333333334,-12.316666666666665,0.31316666666666665,0.3033333333333333,-1.638550663661764,0.5103244837758112,0.3976292247426968,0.3661004733738823,0.4724918804872539,0.3787119739214081,-0.3307260138924902
