model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
calibrated_random_forest,1,222,226,True,0.3893805309734513,0.3560201119454874,0.34955878955878955,0.41031908695625513
calibrated_random_forest,2,448,226,True,0.29646017699115046,0.35340619694397285,0.27194805194805194,0.30731869900011494
