model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
hist_gradient_boosting,1,222,226,True,0.4823008849557522,0.38207264288694204,0.3793212783789597,0.46743342222032014
hist_gradient_boosting,2,448,226,True,0.26991150442477874,0.36517579230333896,0.2433176100628931,0.2560318918016363
