ticker,model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
MSFT,xgboost,1,118,119,False,0.3865546218487395,0.33516000739918606,0.32293377120963324,0.3592333485118185
MSFT,xgboost,2,237,119,False,0.19327731092436976,0.22440296581128114,0.17438158107829024,0.20427083688000958
