ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
MSFT,lightgbm,1,387,389,0.41645244215938304,0.3748968627376881,0.37269996666153765,0.4082601471019271
MSFT,lightgbm,2,776,389,0.37789203084832906,0.3697478991596639,0.34688043748446434,0.35663885102818177
MSFT,lightgbm,3,1165,389,0.2622107969151671,0.3515032724744891,0.2555696529820482,0.2547125547381577
