ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
NVDA,xgboost,1,387,389,0.3444730077120823,0.37886248212335166,0.3438757655293088,0.3384743841467117
NVDA,xgboost,2,776,389,0.30848329048843187,0.28393033988349536,0.2766633487379042,0.29455160827178956
NVDA,xgboost,3,1165,389,0.35732647814910024,0.3852721216691805,0.30983123531207624,0.3352605608634781
