ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
GOOGL,xgboost,1,387,389,0.34704370179948585,0.3387341887341888,0.33275810609143947,0.3519797274038919
GOOGL,xgboost,2,776,389,0.2802056555269923,0.28823335685721013,0.25129668019903234,0.25014955650968823
GOOGL,xgboost,3,1165,389,0.3341902313624679,0.33630510077052495,0.30935008686133125,0.32001406568107793
