ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
GOOGL,lightgbm,1,387,389,0.33676092544987146,0.3477704977704978,0.3313948523037204,0.34087327499895287
GOOGL,lightgbm,2,776,389,0.2750642673521851,0.282269269975692,0.24306003102995585,0.24217723891071788
GOOGL,lightgbm,3,1165,389,0.31362467866323906,0.3203396795899685,0.2983862569574165,0.3078220984823757
