ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
AMZN,logistic_regression,1,387,389,0.3393316195372751,0.3458485958485958,0.2981650066206453,0.3123091309105283
AMZN,logistic_regression,2,776,389,0.3676092544987147,0.3811380769345371,0.36377359535779075,0.3623079789563873
AMZN,logistic_regression,3,1165,389,0.4138817480719794,0.41867469879518077,0.3975547408145726,0.41211281537226147
