ticker,model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
MSFT,random_forest,1,118,119,False,0.3445378151260504,0.36775110987791343,0.34440137812230837,0.33703124660717
MSFT,random_forest,2,237,119,False,0.20168067226890757,0.3743046098249174,0.1786292743885616,0.1208880338736595
