ticker,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
AAPL,hist_gradient_boosting,0.3170522707797772,0.3138037129745515,0.3102391942364444,0.3194011372361137,-36.38666666666666,1.343333333333333,-349.5566666666666,0.233,6.616666666666667,-36.07642747243022
