ticker,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
AAPL,xgboost,0.3444730077120823,0.3286983729662078,0.3272970669425111,0.34099204660796933,-33.543733333333336,12.756666666666668,-338.1433333333334,0.9883333333333333,4.37,-33.21643626639082
