signal_date,trade_date,trade_price,market_close,predicted_signal,confidence,bullish_probability,trend_filter_passed,target_allocation,action,cash,shares,position_value,portfolio_value,explanation
2024-05-31,2024-06-03,191.41956102246726,192.5408935546875,BUY_AND_HOLD,1.0,1.0,True,1.0,BUY,31.247124163364788,52,10012.12646484375,10043.373589007115,Benchmark entered at next-day open with trading costs and then held.
2024-06-03,2024-06-04,193.14619663099631,192.85842895507812,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10028.638305664062,10059.885429827427,Benchmark entered at next-day open with trading costs and then held.
2024-06-04,2024-06-05,193.9003813531384,194.3667755126953,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10107.072326660156,10138.319450823521,Benchmark entered at next-day open with trading costs and then held.
2024-06-05,2024-06-06,194.1881470745491,192.9874267578125,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10035.34619140625,10066.593315569615,Benchmark entered at next-day open with trading costs and then held.
2024-06-06,2024-06-07,193.15610745634936,195.37892150878906,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10159.703918457031,10190.951042620396,Benchmark entered at next-day open with trading costs and then held.
2024-06-07,2024-06-10,195.3888517006261,191.6378631591797,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,9965.168884277344,9996.416008440709,Benchmark entered at next-day open with trading costs and then held.
2024-06-10,2024-06-11,192.1638033246204,205.56019592285156,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10689.130187988281,10720.377312151646,Benchmark entered at next-day open with trading costs and then held.
2024-06-11,2024-06-12,205.77850209290926,211.4347686767578,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10994.607971191406,11025.855095354771,Benchmark entered at next-day open with trading costs and then held.
2024-06-12,2024-06-13,213.09194207290335,212.5957794189453,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,11054.980529785156,11086.227653948521,Benchmark entered at next-day open with trading costs and then held.
2024-06-13,2024-06-14,212.2087548022513,210.85919189453125,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10964.677978515625,10995.92510267899,Benchmark entered at next-day open with trading costs and then held.
2024-06-14,2024-06-17,211.7324793139925,215.0071563720703,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,11180.372131347656,11211.619255511021,Benchmark entered at next-day open with trading costs and then held.
2024-06-17,2024-06-18,215.9200623200828,212.6453857421875,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,11057.56005859375,11088.807182757115,Benchmark entered at next-day open with trading costs and then held.
2024-06-18,2024-06-20,212.28813739547695,208.0707550048828,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10819.679260253906,10850.926384417271,Benchmark entered at next-day open with trading costs and then held.
2024-06-20,2024-06-21,208.77533580800622,205.89759826660156,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10706.675109863281,10737.922234026646,Benchmark entered at next-day open with trading costs and then held.
2024-06-21,2024-06-24,206.12582769938734,206.5426025390625,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10740.21533203125,10771.462456194615,Benchmark entered at next-day open with trading costs and then held.
2024-06-24,2024-06-25,207.54485732874397,207.46548461914062,BUY_AND_HOLD,1.0,1.0,True,1.0,HOLD,31.247124163364788,52,10788.205200195312,10819.452324358677,Benchmark entered at next-day open with trading costs and then held.
