trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,selected_min_bull_probability,selected_min_probability_margin,selected_max_allocation,selected_neutral_behavior
buy_and_hold,14108.51,41.09,391,1,33.28,0.892,,,,
aggressive,11195.97,11.96,391,7,3.5,0.787,0.65,0.0,0.8,hold
conservative,10045.78,0.46,391,2,0.86,0.517,0.65,0.0,0.25,hold
balanced,10020.03,0.2,391,3,0.34,0.442,0.65,0.0,0.5,hold
