ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
AAPL,calibrated_random_forest,1,387,389,0.35475578406169667,0.3545454545454545,0.2963430564533506,0.31720191289883565
AAPL,calibrated_random_forest,2,776,389,0.3033419023136247,0.33053221288515405,0.15516107823800132,0.1423971849125102
AAPL,calibrated_random_forest,3,1165,389,0.31876606683804626,0.3333333333333333,0.16114359974009096,0.15410133445581964
