ticker,model,fold,train_rows,valid_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1
AAPL,hist_gradient_boosting,1,387,389,0.33161953727506427,0.39640359640359635,0.30999089654320233,0.28292614223363083
AAPL,hist_gradient_boosting,2,776,389,0.2982005141388175,0.30479019097119914,0.2942400610165079,0.2933855011522749
AAPL,hist_gradient_boosting,3,1165,389,0.3213367609254499,0.2890620459168846,0.29189788319280524,0.33320740622364936
