ticker,model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
AAPL,xgboost,1,118,119,False,0.3865546218487395,0.40814019219898245,0.35937975068409855,0.37965614947712134
AAPL,xgboost,2,237,119,False,0.15126050420168066,0.375886524822695,0.11330918547413393,0.17703018794589445
