ticker,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
JPM,calibrated_random_forest,0.36503856041131105,0.3658326154031095,0.32113374434828845,0.3358371801793721,-10.8874,1.0999999999999999,-103.54,0.25766666666666665,1.0366666666666668,-10.566266255651712
JPM,hist_gradient_boosting,0.3744644387317909,0.32519066891061604,0.3234799699105244,0.3680674637045299,-10.231,11.216666666666667,-93.42333333333333,0.45199999999999996,6.616666666666667,-9.907520030089476
JPM,calibrated_hist_gradient_boosting,0.33161953727506427,0.33169565936047446,0.2594565256433408,0.2729576478651988,-11.093933333333334,0.2333333333333333,-104.40666666666668,0.075,0.5133333333333333,-10.834476807689994
JPM,xgboost,0.39845758354755784,0.3297415952075653,0.3188707005359162,0.37295555050213586,-9.951799999999999,4.846666666666667,-99.79333333333334,0.5016666666666666,3.7566666666666664,-9.632929299464083
JPM,lightgbm,0.39588688946015427,0.34100078638403586,0.33639363160760977,0.38161195744502197,-10.5324,4.743333333333333,-99.89666666666666,0.353,5.2700000000000005,-10.196006368392391
XOM,dummy_most_frequent,0.2819194515852613,0.2806936476199276,0.27979747187727316,0.28404143129324955,-12.385466666666666,3.15,-106.38999999999999,0.15633333333333332,7.523333333333333,-12.105669194789392
XOM,logistic_regression,0.34875749785775495,0.3445243352009617,0.34274012457774394,0.3508560723028983,-11.3426,6.616666666666666,-102.92333333333333,0.35733333333333334,11.229999999999999,-10.999859875422255
XOM,random_forest,0.3427592116538132,0.34101377845221736,0.3083852977761394,0.31186275089338117,-10.085266666666667,4.156666666666667,-105.38333333333333,0.6826666666666666,1.9133333333333333,-9.776881368890528
XOM,calibrated_random_forest,0.35475578406169667,0.3510163310056555,0.3260015325804696,0.32911304052098345,-11.287199999999999,0.35000000000000003,-109.19,0.11033333333333334,1.21,-10.961198467419528
XOM,hist_gradient_boosting,0.36503856041131105,0.3428485110791492,0.3277906589618694,0.3450593501787684,-12.07,8.493333333333334,-101.04666666666667,0.39799999999999996,8.75,-11.74220934103813
XOM,calibrated_hist_gradient_boosting,0.3401885175664096,0.3338560965583266,0.30977225948626974,0.31601364991206526,-11.2922,0.13,-109.41000000000001,0.06533333333333334,0.6933333333333334,-10.98242774051373
XOM,xgboost,0.34875749785775495,0.3236351281907971,0.31033607858837925,0.32688143823904053,-10.413333333333332,7.646666666666666,-101.89333333333333,0.628,3.5999999999999996,-10.102997254744952
XOM,lightgbm,0.3667523564695801,0.3453185149484701,0.3354679441090591,0.3512287240685797,-9.6082,31.453333333333333,-78.08666666666666,0.7043333333333334,13.31,-9.272732055890941
JNJ,dummy_most_frequent,0.6143958868894601,0.3333333333333333,0.2537154989384289,0.4676452769636337,-4.721,0.0,-37.21,0.0,0.0,-4.467284501061571
JNJ,logistic_regression,0.3041988003427592,0.317383890061961,0.2848469210655628,0.33499935632835637,-4.3792,-0.21,-37.419999999999995,-0.06666666666666667,1.31,-4.094353078934438
JNJ,random_forest,0.4695801199657241,0.3508198938602061,0.3514427173392489,0.4661575914116539,-4.0566,0.3266666666666667,-36.88333333333333,0.04866666666666667,0.6966666666666667,-3.7051572826607515
JNJ,calibrated_random_forest,0.6135389888603257,0.3466418205562983,0.2889724893889145,0.4879717535170413,-4.721,0.0,-37.21,0.0,0.0,-4.432027510611086
JNJ,hist_gradient_boosting,0.5261353898886033,0.3290271215445355,0.3145692803402703,0.47308171203008814,-2.707666666666667,7.586666666666667,-29.623333333333335,0.658,2.9166666666666665,-2.3930973863263967
JNJ,calibrated_hist_gradient_boosting,0.6143958868894601,0.3333333333333333,0.2537154989384289,0.4676452769636337,-4.721,0.0,-37.21,0.0,0.0,-4.467284501061571
JNJ,xgboost,0.5561268209083119,0.33067815403309164,0.3020404998294296,0.4764841140362119,-3.2024000000000004,1.7566666666666668,-35.453333333333326,0.48133333333333334,1.1533333333333333,-2.9003595001705706
JNJ,lightgbm,0.532133676092545,0.3415331626192378,0.3310910250665399,0.4834408574906816,-3.428266666666667,2.783333333333333,-34.42666666666667,0.318,2.53,-3.0971756416001273
CAT,dummy_most_frequent,0.2913453299057412,0.2968253968253968,0.22414797117918672,0.2166395166790403,-16.013066666666663,31.99,-135.92000000000002,0.5733333333333334,16.62,-15.788918695487476
CAT,logistic_regression,0.31876606683804626,0.30466815809097686,0.30356360338847693,0.3172791200542906,-16.98166666666667,0.3333333333333333,-167.57666666666665,0.262,4.05,-16.678103063278193
CAT,random_forest,0.29991431019708653,0.3174475338233727,0.27882994381393655,0.27083576695159156,-16.317600000000002,2.216666666666667,-165.69333333333336,0.4533333333333333,1.6799999999999997,-16.038770056186067
CAT,calibrated_random_forest,0.30162810625535563,0.2980952380952381,0.21726206120754002,0.2137991617643828,-16.8812,1.5599999999999998,-166.35,0.3356666666666667,1.9600000000000002,-16.66393793879246
CAT,hist_gradient_boosting,0.34104541559554413,0.3307361244273996,0.33082817505939527,0.3417843297179925,-19.221466666666668,-4.753333333333333,-172.66333333333333,-0.19633333333333333,10.323333333333334,-18.890638491607273
CAT,calibrated_hist_gradient_boosting,0.3059125964010283,0.30523809523809525,0.22573364004931182,0.22090881940866683,-16.82726666666667,1.4066666666666665,-166.50333333333333,0.336,1.4966666666666668,-16.601533026617357
CAT,xgboost,0.32562125107112255,0.3086811547885373,0.3049977515284475,0.3188192096101229,-18.578666666666667,-4.056666666666667,-171.96666666666667,-0.2373333333333333,6.983333333333333,-18.27366891513822
CAT,lightgbm,0.3170522707797772,0.2999360818152764,0.2963881861735056,0.31117729364111046,-18.53573333333333,0.42,-167.49,0.06633333333333334,11.886666666666665,-18.239345147159824
