ticker,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
AAPL,dummy_most_frequent,0.36418166238217653,0.3333333333333333,0.17797319932998323,0.19444372677440327,-25.443933333333334,107.17,-243.73,0.9986666666666667,17.246666666666666,-25.26596013400335
AAPL,logistic_regression,0.3264781491002571,0.34219023779724655,0.3255297586071287,0.32875856383170915,-34.45733333333334,1.2333333333333332,-349.6666666666667,0.5873333333333334,0.65,-34.131803574726206
AAPL,random_forest,0.30077120822622105,0.3286389236545682,0.29445561887211663,0.2865309663339704,-34.7448,0.7699999999999999,-350.13000000000005,0.359,0.7566666666666667,-34.450344381127884
AAPL,calibrated_random_forest,0.32562125107112255,0.31479453483521064,0.22704167596640715,0.22542343674554746,-34.74026666666666,1.95,-348.95,0.6376666666666667,1.2466666666666668,-34.51322499070026
AAPL,hist_gradient_boosting,0.32476435304198803,0.32365978306216103,0.3193215520240782,0.32675992641042634,-36.0218,1.4133333333333333,-349.4866666666667,0.2303333333333333,5.390000000000001,-35.70247844797592
AAPL,calibrated_hist_gradient_boosting,0.31876606683804626,0.32021589486858576,0.23835052796379916,0.2290967789968949,-34.773133333333334,2.126666666666667,-348.77333333333337,0.395,1.8399999999999999,-34.53478280536954
AAPL,xgboost,0.337617823479006,0.3225083437630371,0.32158517735246767,0.3349198645032748,-33.64946666666666,12.726666666666667,-338.17333333333335,0.9326666666666666,4.456666666666667,-33.327881489314194
AAPL,lightgbm,0.3196229648671808,0.3316353775552774,0.3183340753913893,0.3201238083054326,-36.694066666666664,0.6166666666666668,-350.2833333333333,0.18333333333333335,10.02,-36.37573259127527
MSFT,dummy_most_frequent,0.337617823479006,0.3333333333333333,0.16826820414264362,0.17043103453008118,-30.546266666666668,97.89333333333333,-291.2866666666667,0.992,20.080000000000002,-30.377998462524022
MSFT,logistic_regression,0.3341902313624679,0.3401018450342768,0.3307118564305647,0.3465134320043812,-38.6022,1.2633333333333334,-387.9166666666667,0.5906666666666666,3.3433333333333337,-38.271488143569435
MSFT,random_forest,0.3050556983718937,0.33452291640859116,0.3017235952203318,0.3010336633964182,-37.4994,4.18,-385.0,1.095,0.7866666666666666,-37.19767640477967
MSFT,calibrated_random_forest,0.38303341902313626,0.3663879270824135,0.30909430181226455,0.33028881529545334,-38.89673333333334,0.8766666666666666,-388.30333333333334,0.12,1.5533333333333335,-38.58763903152107
MSFT,hist_gradient_boosting,0.3461868037703513,0.3311093088999692,0.33104998364903276,0.35573510872986547,-37.543533333333336,18.466666666666665,-370.71333333333337,0.7563333333333334,6.96,-37.212483349684305
MSFT,calibrated_hist_gradient_boosting,0.3607540702656384,0.34545209492353307,0.22442469810890864,0.2456825635015325,-39.19213333333334,0.7566666666666667,-388.42333333333335,0.45766666666666667,1.1733333333333333,-38.967708635224426
MSFT,xgboost,0.35904027420736934,0.3355773594235358,0.336030676407396,0.3646286029401559,-37.4676,17.01,-372.17,1.0096666666666667,5.78,-37.1315693235926
MSFT,lightgbm,0.35218508997429304,0.34105152421646473,0.3391220435998516,0.36206248081686404,-36.946866666666665,25.926666666666666,-363.25333333333333,0.8930000000000001,7.343333333333334,-36.607744623066814
NVDA,dummy_most_frequent,0.4721508140531277,0.3333333333333333,0.21381451299961196,0.3028580891074195,-88.07833333333333,586.9266666666666,-849.5333333333334,1.553,38.98333333333333,-87.86451882033371
NVDA,logistic_regression,0.29220222793487577,0.33002320881967023,0.2914859734557238,0.2770181032491967,-144.24479999999997,-0.42666666666666675,-1436.8866666666665,-0.21133333333333335,2.873333333333333,-143.95331402654423
NVDA,random_forest,0.3324764353041988,0.31469305087214033,0.26045718191486106,0.2946273720837168,-143.17213333333333,3.4766666666666666,-1432.9833333333333,0.5823333333333333,1.0233333333333334,-142.91167615141848
NVDA,calibrated_random_forest,0.4541559554413025,0.3276740834475728,0.23629187372202098,0.3184215497508644,-141.35746666666668,22.28333333333333,-1414.1766666666665,1.0143333333333333,7.84,-141.12117479294466
NVDA,hist_gradient_boosting,0.3393316195372751,0.3312921711822539,0.32488410909463544,0.3432384291943215,-145.00593333333333,4.366666666666667,-1432.0933333333332,0.24833333333333332,11.596666666666666,-144.6810492242387
NVDA,calibrated_hist_gradient_boosting,0.4592973436161097,0.3358623279700887,0.2529008846956127,0.33275068030714267,-141.67826666666667,21.22,-1415.24,1.1633333333333333,7.48,-141.42536578197107
NVDA,xgboost,0.33676092544987146,0.3402026646116325,0.3293010752688172,0.3396921156167362,-141.9796,20.133333333333333,-1416.3266666666666,0.9199999999999999,6.946666666666665,-141.65029892473117
NVDA,lightgbm,0.31790916880891174,0.32039704722241635,0.3115100732148813,0.32291147243671314,-140.11626666666666,49.50666666666667,-1386.9533333333331,0.798,13.796666666666667,-139.80475659345177
AMZN,dummy_most_frequent,0.3393316195372751,0.3333333333333333,0.1689059500959693,0.17194538878664223,-10.296333333333335,55.03333333333333,-74.04666666666667,0.6303333333333333,29.349999999999998,-10.127427383237366
AMZN,logistic_regression,0.3736075407026564,0.3690808504851986,0.3656184665480313,0.37412932425431605,-13.286866666666668,2.19,-126.89,0.3,1.9266666666666667,-12.921248200118637
AMZN,random_forest,0.2930591259640103,0.3153435075443096,0.2738994867027212,0.2637823386023554,-12.862466666666668,-0.05666666666666664,-129.13666666666668,0.494,3.69,-12.588567179963947
AMZN,calibrated_random_forest,0.3281919451585261,0.32148283415785,0.22319196203966332,0.22902115350781388,-13.4086,-0.006666666666666672,-129.08666666666667,0.015,1.5133333333333334,-13.185408037960336
AMZN,hist_gradient_boosting,0.3196229648671808,0.32102188184999697,0.3162075719263066,0.32153445910017353,-16.323933333333333,-7.56,-136.64000000000001,-0.2336666666666667,11.413333333333332,-16.007725761407027
AMZN,calibrated_hist_gradient_boosting,0.32562125107112255,0.32790022933905294,0.2148156733708609,0.2077252316040944,-12.996866666666667,0.9433333333333334,-128.13666666666668,0.2773333333333334,1.0599999999999998,-12.782050993295806
AMZN,xgboost,0.33076263924592975,0.32577937019293524,0.32630305623006356,0.33668897973778544,-14.777933333333332,-4.526666666666666,-133.60666666666668,-0.141,7.663333333333334,-14.451630277103268
AMZN,lightgbm,0.3161953727506427,0.30933922351638526,0.3094280825328773,0.31945923343894356,-15.883000000000001,-2.29,-131.37,-0.037333333333333336,14.933333333333332,-15.573571917467124
GOOGL,dummy_most_frequent,0.3393316195372751,0.3333333333333333,0.1689059500959693,0.17194538878664223,-13.896933333333331,87.49333333333334,-118.72666666666667,0.8753333333333333,24.163333333333338,-13.728027383237363
GOOGL,logistic_regression,0.3333333333333333,0.3163821450371158,0.3149056320965283,0.3358047653104027,-20.9906,0.3599999999999999,-205.86,0.20100000000000004,4.713333333333333,-20.67569436790347
GOOGL,random_forest,0.29048843187660667,0.30894060816088104,0.2778224891726706,0.27329517204548925,-19.714933333333335,3.186666666666667,-203.0333333333333,0.7599999999999999,1.43,-19.437110844160664
GOOGL,calibrated_random_forest,0.32476435304198803,0.3294228838088487,0.2267310891756095,0.21880061422593727,-20.6932,1.3399999999999999,-204.88,0.2953333333333333,1.3933333333333333,-20.466468910824393
GOOGL,hist_gradient_boosting,0.31362467866323906,0.30444962949836246,0.3043993204313602,0.31773366484123244,-22.019733333333335,5.833333333333333,-200.38666666666666,0.18466666666666665,10.770000000000001,-21.715334012901973
GOOGL,calibrated_hist_gradient_boosting,0.31876606683804626,0.32755626439836966,0.22156216633204082,0.20803830947639232,-20.89766666666667,0.6266666666666666,-205.59333333333333,0.149,1.2833333333333332,-20.676104500334628
GOOGL,xgboost,0.32047986289631536,0.3021376861532807,0.30265162086175085,0.3208423396881619,-20.448800000000002,6.546666666666667,-199.67333333333332,0.508,4.023333333333333,-20.14614837913825
GOOGL,lightgbm,0.30848329048843187,0.29495408930106787,0.2957759150814918,0.3112278272115663,-20.29393333333333,19.946666666666665,-186.2733333333333,0.5503333333333335,9.696666666666665,-19.99815741825184
META,dummy_most_frequent,0.389031705227078,0.3333333333333333,0.18671601891836317,0.2179153536990665,-11.662066666666666,84.98333333333333,-67.71666666666665,0.7060000000000001,46.63666666666666,-11.475350647748304
META,logistic_regression,0.35732647814910024,0.35329520338794623,0.3430606960591273,0.34931238272028625,-13.650666666666666,16.546666666666667,-136.15333333333334,0.6446666666666667,5.666666666666667,-13.307605970607538
META,random_forest,0.3427592116538132,0.32842712872854307,0.29999029394677285,0.31087761771731387,-15.111133333333333,1.4233333333333336,-151.27666666666664,0.29733333333333334,2.34,-14.811143039386561
META,calibrated_random_forest,0.3170522707797772,0.29940513200425095,0.23978397259511275,0.2516961215147411,-15.850933333333336,0.8066666666666666,-151.89333333333332,0.12733333333333333,3.796666666666667,-15.611149360738223
META,hist_gradient_boosting,0.34190231362467866,0.3337954694782888,0.3333669943925693,0.33975816188632774,-17.114266666666666,5.173333333333333,-147.52666666666667,0.29733333333333334,11.046666666666667,-16.780899672274096
META,calibrated_hist_gradient_boosting,0.34361610968294776,0.3178971923465315,0.25007134065054154,0.2646610634515894,-16.108866666666668,-0.043333333333333335,-152.7433333333333,-0.006666666666666667,1.3433333333333335,-15.858795326016127
META,xgboost,0.33676092544987146,0.3288669959084984,0.328514244648158,0.3353379681213116,-16.414733333333334,-0.8366666666666666,-153.53666666666666,0.06066666666666667,4.736666666666666,-16.086219088685176
META,lightgbm,0.3299057412167952,0.32298289478906217,0.3229365137503735,0.3296467790884144,-18.749266666666667,-0.8233333333333329,-153.52333333333334,0.18866666666666668,17.046666666666667,-18.426330152916293
JPM,dummy_most_frequent,0.3144815766923736,0.3333333333333333,0.15949587136027812,0.1504755393039128,-8.312000000000001,46.093333333333334,-58.54666666666666,0.596,22.666666666666668,-8.152504128639723
JPM,logistic_regression,0.3513281919451585,0.32804381544852274,0.3204146764271071,0.3469715699021917,-11.199466666666666,0.25,-104.38999999999999,0.11699999999999999,1.7566666666666666,-10.879051990239558
JPM,random_forest,0.37103684661525277,0.34559178320510764,0.3424260530532431,0.3755715317333091,-10.555533333333331,-0.07333333333333332,-104.71333333333332,0.056999999999999995,1.1766666666666665,-10.213107280280088
