ticker,model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
AAPL,lightgbm,1,118,119,False,0.33613445378151263,0.37535330695308083,0.3245791245791246,0.3228588405058993
AAPL,lightgbm,2,237,119,False,0.21008403361344538,0.40070921985815605,0.15013774104683195,0.2549482602958539
