model,trading_score,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct
calibrated_hist_gradient_boosting,-1.6576,-12.51,0.10499999999999998,4.263333333333333
hist_gradient_boosting,-1.6576,-12.51,0.10499999999999998,4.263333333333333
calibrated_random_forest,-1.7457000000000003,-12.238333333333333,0.3636666666666667,0.435
random_forest,-1.7457000000000003,-12.238333333333333,0.3636666666666667,0.435
logistic_regression,-1.8939333333333335,-12.758333333333333,0.09283333333333336,3.1466666666666665
lightgbm,-1.9740666666666669,-12.646666666666667,-0.2599999999999999,3.745
xgboost,-2.167,-14.181666666666667,-0.2758333333333334,3.9416666666666664
dummy_most_frequent,-2.3625,-9.286666666666665,0.25616666666666665,5.75
