trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,selected_min_bull_probability,selected_min_probability_margin,selected_max_allocation,selected_neutral_behavior
buy_and_hold,10905.87,9.06,89,1,12.01,1.402,,,,
aggressive,10098.83,0.99,89,14,2.61,0.824,0.55,0.0,0.8,hold
balanced,10055.15,0.55,89,2,0.41,2.215,0.55,0.0,0.5,hold
conservative,10000.0,0.0,89,0,0.0,0.0,0.55,0.0,0.25,hold
