trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10000.0,0.0,237,0,0.0,0.0,-13.07,-2.307,0.55,0.0,0.5,hold,AAPL
balanced,10000.0,0.0,237,0,0.0,0.0,-11.98,-2.198,0.55,0.0,0.5,hold,MSFT
