model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
calibrated_random_forest,1,236,238,True,0.3403361344537815,0.3855677444978567,0.33752438277325153,0.3209464992422519
calibrated_random_forest,2,474,238,True,0.15966386554621848,0.2729966154647227,0.14690361809005878,0.17153428339869015
