trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,9746.48,-2.54,237,36,8.71,-0.297,-15.61,-2.9032,0.55,0.0,0.8,hold,AAPL
aggressive,10674.17,6.74,237,50,3.52,1.186,-5.24,0.2396,0.55,0.0,0.8,hold,MSFT
