model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
lightgbm,0.3025210084033613,0.3119917765526465,0.29077115340610843,0.32905129503465275,-1.3454,0.7250000000000001,-11.800000000000002,0.214,3.1616666666666666,-1.0546288465938916
