trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,9926.97,-0.73,237,18,7.5,-0.103,-13.8,-2.383,0.55,0.0,0.8,hold,AAPL
aggressive,9831.82,-1.68,237,13,4.01,-0.608,-13.66,-2.4552,0.55,0.0,0.8,hold,MSFT
