model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
random_forest,1,236,238,True,0.3403361344537815,0.3855677444978567,0.33752438277325153,0.3209464992422519
random_forest,2,474,238,True,0.13445378151260504,0.34563221383320314,0.1282454843503541,0.08570936910609223
