model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
dummy_most_frequent,0.22899159663865545,0.3333333333333333,0.12421652421652422,0.08533362062773828,-1.5378999999999998,10.761666666666665,-1.763333333333333,0.8488333333333333,10.086666666666668,-1.4136834757834755
