model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
xgboost,1,236,238,True,0.39915966386554624,0.37269403015736063,0.37329476993621763,0.3973257617500014
xgboost,2,474,238,True,0.21428571428571427,0.29369435042957565,0.17712326888797478,0.2404149483734259
