trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10204.66,2.05,237,6,0.53,1.297,-11.02,0.1314,0.55,0.0,0.5,hold,AAPL
balanced,10032.93,0.33,237,2,0.04,1.263,-11.65,-0.9068,0.55,0.0,0.5,hold,MSFT
