model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
logistic_regression,1,236,238,True,0.3697478991596639,0.36325558888112813,0.35872684099020313,0.3802473333316605
logistic_regression,2,474,238,True,0.16806722689075632,0.3049136509589516,0.15509071937324748,0.16609568268839628
