model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
lightgbm,1,236,238,True,0.38235294117647056,0.3686196365230015,0.3654886400719221,0.3874219211352048
lightgbm,2,474,238,True,0.22268907563025211,0.2968497787034626,0.1975874474710524,0.25806573559072626
