model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
logistic_regression,0.2689075630252101,0.30786018519713676,0.2622554115628908,0.2838928398200029,-2.3931333333333336,-0.30000000000000004,-12.824999999999998,-0.09816666666666667,2.8816666666666664,-2.130877921770443
