trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10015.8,0.16,237,7,2.13,0.07,-12.91,-1.4766,0.55,0.0,0.5,hold,AAPL
balanced,10014.11,0.14,237,9,1.4,0.108,-11.84,-1.244,0.55,0.0,0.5,hold,MSFT
