model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
hist_gradient_boosting,1,236,238,True,0.35294117647058826,0.3286951440532113,0.3285794432646592,0.35502218259571755
hist_gradient_boosting,2,474,238,True,0.25210084033613445,0.31165842228586305,0.20236297394522404,0.28845998834661263
