ticker,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score
AAPL,dummy_most_frequent,0.20168067226890757,0.3333333333333333,0.11188811188811189,0.06769700887347947,-2.5269999999999997,6.476666666666667,-6.593333333333334,0.5123333333333333,11.5,-2.4151118881118876
AAPL,logistic_regression,0.35294117647058826,0.40371863799283164,0.33737289930800735,0.37311648285920773,-1.3624,-0.06000000000000005,-13.13,0.41500000000000004,3.8699999999999997,-1.0250271006919927
AAPL,random_forest,0.226890756302521,0.3598374295954941,0.23250178939834112,0.20498183358223926,-1.3823333333333332,0.68,-12.39,0.5753333333333334,0.43333333333333335,-1.149831543934992
AAPL,calibrated_random_forest,0.226890756302521,0.3598374295954941,0.23250178939834112,0.20498183358223926,-1.3823333333333332,0.68,-12.39,0.5753333333333334,0.43333333333333335,-1.149831543934992
AAPL,hist_gradient_boosting,0.29411764705882354,0.36144393241167433,0.29205736791943687,0.31294454603640354,-2.7854666666666668,-1.7266666666666668,-14.796666666666667,-0.535,6.423333333333333,-2.49340929874723
AAPL,calibrated_hist_gradient_boosting,0.29411764705882354,0.36144393241167433,0.29205736791943687,0.31294454603640354,-2.7854666666666668,-1.7266666666666668,-14.796666666666667,-0.535,6.423333333333333,-2.49340929874723
AAPL,xgboost,0.2689075630252101,0.31941244239631333,0.26903840536079443,0.29661319988390433,-2.3433999999999995,-1.2666666666666668,-14.336666666666668,-0.3453333333333333,4.703333333333333,-2.074361594639205
AAPL,lightgbm,0.27310924369747897,0.3267217101894521,0.2702642934841077,0.2958981015215893,-2.5639333333333334,-0.7633333333333333,-13.833333333333334,-0.523,5.48,-2.2936690398492257
MSFT,dummy_most_frequent,0.21428571428571427,0.3333333333333333,0.11764705882352942,0.07563025210084033,-2.198,0.0,-11.979999999999999,0.0,0.0,-2.0803529411764705
MSFT,logistic_regression,0.3067226890756303,0.3312006041032078,0.30629123181402357,0.3171646651932097,-2.4474666666666667,-0.4566666666666666,-12.436666666666666,-0.24033333333333332,2.473333333333333,-2.1411754348526433
MSFT,random_forest,0.27310924369747897,0.3489410336083431,0.2705725974543179,0.24359788881339434,-2.4491333333333336,-0.18000000000000002,-12.160000000000002,-0.19033333333333333,0.3566666666666667,-2.1785607358790156
MSFT,calibrated_random_forest,0.27310924369747897,0.3489410336083431,0.2705725974543179,0.24359788881339434,-2.4491333333333336,-0.18000000000000002,-12.160000000000002,-0.19033333333333333,0.3566666666666667,-2.1785607358790156
MSFT,hist_gradient_boosting,0.31932773109243695,0.3144423525329986,0.3019143066109798,0.3285310850901471,-0.36260000000000003,2.2399999999999998,-9.74,0.863,2.0966666666666662,-0.060685693389020245
MSFT,calibrated_hist_gradient_boosting,0.31932773109243695,0.3144423525329986,0.3019143066109798,0.3285310850901471,-0.36260000000000003,2.2399999999999998,-9.74,0.863,2.0966666666666662,-0.060685693389020245
MSFT,xgboost,0.28991596638655465,0.2595577393070161,0.2536014693141086,0.2990063818406681,-1.9104666666666665,-1.83,-13.81,-0.1426666666666667,3.223333333333333,-1.6568651973525579
MSFT,lightgbm,0.3319327731092437,0.321702815916895,0.30495439201321556,0.3388811452182683,-1.2236,0.9733333333333333,-11.006666666666666,0.12466666666666666,2.063333333333333,-0.9186456079867844
