model,accuracy,balanced_accuracy,macro_f1,weighted_f1
logistic_regression,0.3298319327731093,0.3674596210480197,0.32183206556101546,0.3451405740262087
calibrated_hist_gradient_boosting,0.3067226890756303,0.3379431424723365,0.29698583726520833,0.3207378155632753
hist_gradient_boosting,0.3067226890756303,0.3379431424723365,0.29698583726520833,0.3207378155632753
lightgbm,0.3025210084033613,0.3242122630531735,0.2876093427486616,0.3173896233699288
xgboost,0.27941176470588236,0.28948509085166474,0.2613199373374515,0.2978097908622862
calibrated_random_forest,0.25,0.3543892316019186,0.2515371934263295,0.2242898611978168
random_forest,0.25,0.3543892316019186,0.2515371934263295,0.2242898611978168
dummy_most_frequent,0.2079831932773109,0.3333333333333333,0.11476758535582066,0.0716636304871599
