trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
balanced,10186.97,1.87,338,72,4.64,0.298,-11.2,-1.3788,0.55,0.0,0.5,hold,AAPL
balanced,10141.19,1.41,338,16,0.89,0.676,-10.57,-0.4878,0.55,0.0,0.5,hold,MSFT
