trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
conservative,10238.14,2.38,338,52,1.91,0.9,-10.69,-0.3982,0.55,0.0,0.25,hold,AAPL
conservative,10215.2,2.15,338,5,0.62,1.301,-9.83,0.2436,0.55,0.0,0.25,hold,MSFT
