model,accuracy,balanced_accuracy,macro_f1,weighted_f1,trading_score,avg_trader_return_pct,avg_trader_excess_return_vs_bh,avg_trader_sharpe,avg_trader_drawdown_pct,selection_score,loto_accuracy,loto_balanced_accuracy,loto_macro_f1,loto_weighted_f1,unseen_generalization_score,combined_universal_selection_score_raw
hist_gradient_boosting,0.37610619469026546,0.3638756952056185,0.3259823745492535,0.3856090009421276,-1.1159666666666668,2.055,-10.469999999999999,0.42250000000000004,4.081666666666667,-0.7899842921174133,0.5398230088495575,0.45303169452858827,0.44853193525012197,0.5285090236800891,0.4503318389615085,-0.03821013238878229
