trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,10734.83,7.35,338,101,6.64,0.63,-5.72,-0.7488,0.55,0.0,0.8,hold,AAPL
aggressive,9996.45,-0.04,338,65,9.32,0.042,-12.02,-2.2784,0.55,0.0,0.8,hold,MSFT
