trader,final_portfolio_value,return_pct,num_days,num_trades,max_drawdown_pct,sharpe_like,excess_return_vs_bh,selection_score,min_bull_probability,min_probability_margin,max_allocation,neutral_behavior,ticker
aggressive,9907.13,-0.93,338,16,1.75,-0.461,-14.0,-2.071,0.55,0.0,0.8,hold,AAPL
aggressive,10432.94,4.33,338,39,3.78,0.63,-7.65,-0.5886,0.55,0.0,0.8,hold,MSFT
