model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
calibrated_random_forest,1,222,226,True,0.3938053097345133,0.36311231052704773,0.35443871225588935,0.413314573643778
calibrated_random_forest,2,448,226,True,0.28761061946902655,0.3515934493491794,0.25984736861989494,0.29158635063826543
