model,fold,train_rows,valid_rows,grouped_by_date,accuracy,balanced_accuracy,macro_f1,weighted_f1
random_forest,1,222,226,True,0.3938053097345133,0.36311231052704773,0.35443871225588935,0.413314573643778
random_forest,2,448,226,True,0.2168141592920354,0.35829619411431807,0.1753960000021432,0.15310849603866877
